   * /home/inderjitsingh/esim-workspace/one_bit_sram_isd/one_bit_sram_isd.cir
   Transient Analysis  Sat Oct  8 01:23:39  2022
--------------------------------------------------------------------------------
Index   time            a3#branch_1_0   a3#branch_1_1   v.x1.v1#branch  
--------------------------------------------------------------------------------
0	0.000000e+00	6.103389e-21	-1.81000e-12	-5.60975e-12	
1	1.000000e-11	9.710854e-20	-1.81000e-12	-5.60976e-12	
2	2.000000e-11	8.179285e-20	-1.81000e-12	-5.60976e-12	
3	4.000000e-11	5.790673e-20	-1.81000e-12	-5.60976e-12	
4	8.000000e-11	1.673957e-20	-1.81000e-12	-5.60972e-12	
5	1.600000e-10	4.379601e-20	-1.81000e-12	-5.60974e-12	
6	3.200000e-10	-4.57299e-20	-1.81000e-12	-5.60971e-12	
7	6.400000e-10	2.170676e-20	-1.81000e-12	-5.60975e-12	
8	1.000000e-09	9.680535e-21	-1.81000e-12	-5.60971e-12	
9	1.064000e-09	9.826148e-21	-1.81000e-12	-5.60972e-12	
10	1.192000e-09	1.139319e-20	-1.81000e-12	-5.60969e-12	
11	1.448000e-09	-3.76659e-20	-1.81000e-12	-5.60972e-12	
12	1.960000e-09	3.744558e-20	-1.81000e-12	-5.60973e-12	
13	2.984000e-09	-1.12797e-20	-1.81000e-12	-5.60977e-12	
14	5.032000e-09	1.952847e-20	-1.81000e-12	-5.60977e-12	
15	9.128000e-09	-8.54367e-21	-1.81000e-12	-5.60971e-12	
16	1.732000e-08	2.258416e-20	-1.81000e-12	-5.60972e-12	
17	3.370400e-08	-1.11368e-20	-1.81000e-12	-5.60971e-12	
18	6.647200e-08	2.388485e-20	-1.81000e-12	-5.60972e-12	
19	1.320080e-07	-1.16992e-20	-1.81000e-12	-5.60975e-12	
20	2.630800e-07	2.378496e-20	-1.81000e-12	-5.60973e-12	
21	5.252240e-07	-1.15293e-20	-1.81000e-12	-5.60972e-12	
22	9.252240e-07	2.376393e-20	-1.81000e-12	-5.60977e-12	
23	1.001000e-06	-1.17856e-20	-1.81000e-12	-5.60969e-12	
24	1.001100e-06	-2.46797e-20	-1.81000e-12	-5.60970e-12	
25	1.001300e-06	-3.87987e-21	-1.81000e-12	-5.60970e-12	
26	1.001700e-06	5.385326e-20	-1.81000e-12	-5.60971e-12	
27	1.002000e-06	-3.90506e-20	-1.81000e-12	-5.60975e-12	
28	1.002080e-06	1.417782e-20	-1.81000e-12	-5.60973e-12	
29	1.002240e-06	-1.06305e-20	-1.81000e-12	-5.60979e-12	
30	1.002560e-06	-4.32960e-21	-1.81000e-12	-5.60981e-12	
31	1.003200e-06	2.595035e-20	-1.81000e-12	-5.60969e-12	
32	1.004480e-06	-4.00039e-21	-1.81000e-12	-5.60973e-12	
33	1.007040e-06	1.313084e-20	-1.81000e-12	-5.60974e-12	
34	1.012160e-06	-2.19383e-21	-1.81000e-12	-5.60974e-12	
35	1.022400e-06	1.378763e-20	-1.81000e-12	-5.60971e-12	
36	1.042880e-06	-1.27528e-21	-1.81000e-12	-5.60971e-12	
37	1.083840e-06	1.357518e-20	-1.81000e-12	-5.60978e-12	
38	1.165760e-06	-1.22192e-21	-1.81000e-12	-5.60971e-12	
39	1.329600e-06	1.333468e-20	-1.81000e-12	-5.60975e-12	
40	1.657280e-06	-1.10079e-21	-1.81000e-12	-5.60976e-12	
41	2.000000e-06	1.331170e-20	-1.81000e-12	-5.60976e-12	
42	2.000100e-06	-2.02598e-20	-1.81000e-12	-5.60970e-12	
43	2.000300e-06	1.498383e-20	-1.81000e-12	-5.60970e-12	
44	2.000700e-06	1.264041e-20	-1.81000e-12	-5.60970e-12	
45	2.001000e-06	6.076598e-22	-1.81000e-12	-5.60975e-12	
46	2.001080e-06	1.685971e-20	-1.81000e-12	-5.60979e-12	
47	2.001240e-06	-6.60786e-21	-1.81000e-12	-5.60973e-12	
48	2.001560e-06	-4.81623e-21	-1.81000e-12	-5.60976e-12	
49	2.002200e-06	1.817786e-20	-1.81000e-12	-5.60968e-12	
50	2.003480e-06	-9.63550e-23	-1.81000e-12	-5.60973e-12	
51	2.006040e-06	1.000865e-20	-1.81000e-12	-5.60973e-12	
52	2.011160e-06	3.112362e-21	-1.81000e-12	-5.60974e-12	
53	2.021400e-06	8.509604e-21	-1.81000e-12	-5.60970e-12	
54	2.041880e-06	3.758747e-21	-1.81000e-12	-5.60970e-12	

Index   time            a3#branch_1_0   a3#branch_1_1   v.x1.v1#branch  
--------------------------------------------------------------------------------
55	2.082840e-06	8.551302e-21	-1.81000e-12	-5.60978e-12	
56	2.164760e-06	3.758876e-21	-1.81000e-12	-5.60971e-12	
57	2.328600e-06	8.372307e-21	-1.81000e-12	-5.60975e-12	
58	2.656280e-06	3.850314e-21	-1.81000e-12	-5.60975e-12	
59	3.001000e-06	8.335750e-21	-1.81000e-12	-5.60974e-12	
60	3.001100e-06	-1.07693e-21	-1.81000e-12	-5.60970e-12	
61	3.001300e-06	-7.09557e-21	-1.81000e-12	-5.60970e-12	
62	3.001700e-06	4.279863e-20	-1.81000e-12	-5.60970e-12	
63	3.002000e-06	-2.82674e-20	-1.81000e-12	-5.60979e-12	
